lemma,definition,len_tokens,mean_log_freq,median_log_freq,miss_rate
parliamentary,relating to or having the nature of a parliament,3,-4.966355684184074,-5.24909025054488,0.0
refueling,the activity of supplying or taking on fuel,4,-4.099568290912398,-4.5137173205627,0.0
playfully,in a playful manner,2,-5.17365405252719,-5.17365405252719,0.0
isolde,(Middle Ages) the bride of the king of Cornwall who (according to legend) fell in love with the king's nephew (Tristan) after they mistakenly drank a love potion that left them eternally in love with each other,18,-4.363645103066563,-4.058379992675824,0.0
clinch,secure or fasten by flattening the ends of nails or bolts,6,-4.848800809004927,-4.752348450678998,0.0
spawned,call forth,2,-3.909962808054775,-3.909962808054775,0.0
eugenia,tropical trees and shrubs with aromatic leaves and often valuable hard wood,9,-4.322717667845422,-4.210576428542791,0.2222222222222222
belligerent,characteristic of an enemy or one eager to fight,4,-4.541935539852485,-4.548636457500217,0.0
ashe,United States tennis player who was the first Black to win United States and English singles championships (1943-1993),12,-4.1048483449803905,-4.065780963196903,0.0
bionic,of or relating to bionics,2,-5.356094957504237,-5.356094957504237,0.5
tylenol,"an analgesic for mild pain but not for inflammation; also used as an antipyretic; (Datril, Tylenol, Panadol, Phenaphen, Tempra, and Anacin III are trademarks of brands of acetaminophen tablets)",18,-4.944219565158564,-5.251726191159111,0.4444444444444444
veranda,a porch along the outside of a building (sometimes partly enclosed),6,-4.411306282345395,-3.9218526451678914,0.16666666666666663
prentice,works for an expert to learn a trade,4,-3.971845062781367,-4.172154157976813,0.0
yuppie,a young upwardly mobile professional individual; a well-paid middle-class professional who works in a city and has a luxurious life style,13,-4.186154267859755,-4.429773429577889,0.23076923076923073
fes,a city in north central Morocco; religious center,6,-4.506527299255775,-4.433168481855342,0.0
unselfish,disregarding your own advantages and welfare over those of others,4,-4.793400137812754,-4.8494661562849535,0.0
klaxon,a kind of loud horn formerly used on motor vehicles,7,-4.32897195294258,-4.341539727031951,0.0
calibrated,make fine adjustments or divide into marked intervals for optimal measuring,8,-4.867536072914138,-5.267086125511179,0.0
gp,a physician who is not a specialist but treats all illnesses,4,-4.845712662290111,-4.995056313750725,0.0
advert,a public promotion of some product or service,4,-4.4057136153833785,-4.365749596884989,0.0
overdid,do something to an excessive degree,3,-4.231381497460965,-4.3992682590638434,0.0
tandem,an arrangement of two or more objects or persons one behind another,3,-4.267680205418046,-4.4984603602001,0.0
zilch,a quantity of no importance,2,-5.240208057342878,-5.240208057342878,0.0
insistence,continual and persistent demands,3,-5.025379359790245,-5.025379359790245,0.33333333333333337
motherless,having no living or known mother,3,-2.9887025733605963,-3.303090767192413,0.0
pocketbook,your personal financial means,3,-3.8953084484708995,-4.065234306733244,0.0
impudence,an impudent statement,2,-5.248655148486209,-5.248655148486209,0.0
proust,French novelist (1871-1922),2,-4.983437733579576,-4.983437733579576,0.0
flan,open pastry filled with fruit or custard,5,-4.725151450382501,-4.584285470654826,0.0
bangladesh,a Muslim republic in southern Asia bordered by India to the north and west and east and the Bay of Bengal to the south; formerly part of India and then part of Pakistan; it achieved independence in 1971,19,-4.693363477967271,-4.60932693382318,0.0
gomorrah,(Old Testament) an ancient city near the Dead Sea that (along with Sodom) was destroyed by God for the vice and depravity of its inhabitants,12,-4.483259112092186,-4.3202214493266915,0.0
designation,identifying word or words by which someone or something is called and classified or distinguished from others,9,-4.065876391329076,-3.433489075128343,0.0
inefficient,not producing desired results; wasteful,4,-5.204243974850323,-5.171279097237861,0.0
deliberation,(usually plural) discussion of all sides of a question,5,-4.422096376864841,-4.212411506086151,0.0
shrug,raise one's shoulders to indicate indifference or resignation,5,-4.980160208487465,-5.078617395047605,0.0
grog,rum cut with water,3,-4.106817113913699,-3.622829034551264,0.0
abundantly,in an abundant manner,2,-5.296894575190058,-5.296894575190058,0.0
shrouded,cover as if with a shroud,2,-4.938199310131957,-4.938199310131957,0.0
prouder,feeling self-respect or pleasure in something by which you measure your self-worth; or being a reason for pride,8,-3.84105561240349,-3.8678558654599975,0.25
pave,a setting with precious stones so closely set that no metal shows,7,-4.104297278735179,-4.169854105095803,0.0
lye,a strong solution of sodium or potassium hydroxide,5,-4.974406017529917,-5.1044359000776005,0.19999999999999996
whaling,hunt for whales,2,-4.639890482667823,-4.639890482667823,0.0
irreparable,"impossible to repair, rectify, or amend",4,-5.288508733466217,-5.44600461495342,0.0
incursion,the act of entering some territory or domain (often in large numbers),7,-4.386984434651599,-4.317326232567054,0.0
exhibiting,"show an attribute, property, knowledge, or skill",5,-4.479949140508177,-4.474479948162746,0.0
aortic,of or relating to the aorta,2,-5.63365306148086,-5.63365306148086,0.0
autonomy,immunity from arbitrary exercise of authority: political independence,6,-4.988178372617722,-4.898936391813885,0.0
departmental,of or relating to a department,2,-4.773872884637138,-4.773872884637138,0.0
tinkering,"do random, unplanned work or activities or spend time idly",7,-4.206219630264766,-4.324657860881274,0.1428571428571429
lyrical,suitable for or suggestive of singing,3,-4.682474277742363,-4.682474277742363,0.33333333333333337
flounder,walk with great difficulty,3,-3.917476216884724,-3.653885784023929,0.0
workaholic,person with a compulsive need to work,4,-3.805867456285556,-3.3102244075426626,0.0
parishioner,a member of a parish,2,-4.735723609344808,-4.735723609344808,0.0
nourish,provide with nourishment,2,-5.334468335131407,-5.334468335131407,0.0
assimilate,take up mentally,2,-3.949141492618534,-3.949141492618534,0.0
inflicting,impose something unpleasant,3,-4.521055173556655,-5.165804363398749,0.0
hurled,throw forcefully,2,-5.038250199165644,-5.038250199165644,0.0
headband,a band worn around or over the head,2,-3.7960147529552675,-3.7960147529552675,0.0
overstepped,pass beyond (limits or boundaries),3,-4.856002040730964,-4.856002040730964,0.33333333333333337
pesto,a sauce typically served with pasta; contains crushed basil leaves and garlic and pine nuts and Parmesan cheese in olive oil,15,-4.939985956603574,-5.000352868657938,0.0
cumberland,English general; son of George II; fought unsuccessfully in the battle of Fontenoy (1721-1765),9,-3.998342125725903,-3.9814396715400675,0.2222222222222222
mediation,a negotiation to resolve differences that is conducted by some impartial party,6,-4.822271262990019,-5.022342287610266,0.0
cul,a passage with access only at one end,3,-4.243203277413304,-4.345263530467245,0.0
swig,a large and hurried swallow,3,-4.314221869072427,-4.317326232567054,0.0
hertz,the unit of frequency; one hertz has a periodic interval of one second,6,-5.102539346488731,-5.300649701278706,0.0
patriarch,title for the heads of the Eastern Orthodox Churches (in Istanbul and Alexandria and Moscow and Jerusalem),8,-4.8241399390396715,-4.9262745576562486,0.0
coleslaw,basically shredded cabbage,3,-5.067011654527099,-5.330998113104817,0.0
renounced,"give up, such as power, as of monarchs and emperors, or duties and obligations",6,-4.358035868171615,-4.379890573731302,0.0
decently,in a decent manner,2,-4.600756769823978,-4.600756769823978,0.0
systolic,of or relating to a systole or happening during a systole,4,-4.47561247843826,-4.47561247843826,0.5
geordie,a native of Newcastle-upon-Tyne,2,-4.7966619138511675,-4.7966619138511675,0.5
uneventful,marked by no noteworthy or significant events,4,-4.422641292746033,-4.285600633163151,0.25
fixture,an object firmly fixed in place (especially in a household),6,-4.41988602768646,-4.334891268760042,0.0
fanatical,marked by excessive enthusiasm for and intense devotion to a cause or idea,7,-4.630009915783096,-4.868183703745492,0.0
footwear,clothing worn on a person's feet,3,-4.106123493520368,-3.7285298848459627,0.0
mathematically,with respect to mathematics,2,-4.762472545085088,-4.762472545085088,0.0
pullman,luxurious passenger car; for day or night travel,6,-4.014863849983828,-3.7890398875287308,0.0
newsroom,the staff of a newspaper or the news department of a periodical,5,-4.2200161709772335,-4.307557926741179,0.19999999999999996
combatant,engaging in or ready for combat,3,-4.4062230611643125,-4.8213192140841485,0.0
obliterate,"mark for deletion, rub off, or erase",4,-4.650092215303757,-4.848970840505142,0.25
dyer,someone whose job is to dye cloth,4,-4.296321022172948,-4.228903596169878,0.0
phosphorus,a multivalent nonmetallic element of the nitrogen family that occurs commonly in inorganic phosphate rocks and as organic phosphates in all living cells; is highly reactive and occurs in several allotropic forms,20,-4.705689148559722,-4.676438081515838,0.30000000000000004
weevil,any of several families of mostly small beetles that feed on plants and plant products; especially snout beetles and seed beetles,14,-4.6161217763865015,-4.454106234639369,0.0
doppler,Austrian physicist famous for his discovery of the Doppler effect (1803-1853),6,-5.149364079313581,-5.157724028154428,0.0
overheated,heated beyond a safe or desirable point,4,-4.352842616822898,-4.05433025561017,0.0
pleads,appeal or request earnestly,3,-4.633527036115378,-4.633527036115378,0.33333333333333337
supple,make pliant and flexible,3,-4.170833634361877,-4.170833634361877,0.33333333333333337
molded,"form in clay, wax, etc",4,-4.874830485659649,-4.942226921123369,0.0
typist,someone paid to operate a typewriter,4,-4.307088017069157,-4.244958838991234,0.0
dilation,a lengthy discussion (spoken or written) on a particular topic,6,-4.694933957757105,-4.696472634807128,0.0
gawking,look with amazement; look stupidly,4,-4.425092774838538,-4.3933416524782825,0.0
pariah,a person who is rejected (from society or home),4,-4.078815670200833,-4.014498527360024,0.0
indignation,a feeling of righteous anger,3,-4.318750825994492,-4.629909270779776,0.0
illuminated,make lighter or brighter,3,-3.966814040776247,-3.629001780054158,0.0
butterscotch,a hard brittle candy made with butter and brown sugar,7,-4.310783180773411,-4.4259398308946345,0.0
ankara,the capital of Turkey; located in west-central Turkey; it was formerly known as Angora and is the home of Angora goats,11,-4.376018607527741,-4.743284805477721,0.2727272727272727
skirmish,a minor short-term fight,3,-4.198953641820867,-4.198953641820867,0.33333333333333337
dogging,relentless and indefatigable in pursuit or as if in pursuit,4,-5.227831084341764,-5.03614521031257,0.25
boosting,increase,1,-4.779521506510729,-4.779521506510729,0.0
dimwit,a stupid incompetent person,3,-4.260091444117865,-3.7419325067028195,0.0
collie,a silky-coated sheepdog with a long ruff and long narrow head developed in Scotland,9,-4.3658867523902165,-4.945608053069578,0.2222222222222222
redeemer,a teacher and prophet born in Bethlehem and active in Nazareth; his life and sermons form the basis for Christianity (circa 4 BC - AD 29),14,-4.8939373140697295,-4.941166848541992,0.0714285714285714
analysed,consider in detail and subject to an analysis in order to discover essential features or meaning,9,-4.352261740263615,-4.359782122843819,0.0
penchant,a strong liking,2,-4.56291112594277,-4.56291112594277,0.0
enticing,provoke someone to do something through (often false or exaggerated) promises or persuasion,8,-4.440584587792824,-4.388623776007462,0.0
clique,an exclusive circle of people with a common purpose,5,-4.227226171447228,-4.327172175913719,0.0
restitution,a sum of money paid in compensation for loss or injury,6,-4.36249296098855,-4.522469420486676,0.0
goulash,a rich meat stew highly seasoned with paprika,6,-4.787171477224281,-4.514959697760008,0.0
sift,move as if through a sieve,2,-4.754701040806505,-4.754701040806505,0.0
swastika,the official emblem of the Nazi Party and the Third Reich; a cross with the arms bent at right angles in a clockwise direction,13,-4.550893937518171,-4.426174726582724,0.0
foliage,the main organ of photosynthesis and transpiration in higher plants,6,-4.274673102012267,-4.3298608456067385,0.33333333333333337
nymph,(classical mythology) a minor nature goddess usually depicted as a beautiful maiden,9,-4.730637713347662,-4.87975544347292,0.11111111111111116
sideburn,facial hair that has grown down the side of a man's face in front of the ears (especially when the rest of the beard is shaved off),12,-4.068852595549475,-4.0119956553626785,0.0
existent,having existence or being or actuality,2,-4.794720085943877,-4.794720085943877,0.5
hitchhike,travel by getting free rides from motorists,5,-3.5685690921113458,-3.815714798211785,0.19999999999999996
regency,the period of time during which a regent governs,4,-4.210598292701437,-4.510890516685392,0.25
elude,"escape, either physically or mentally",3,-4.788947606975667,-4.9900547347600135,0.0
zest,vigorous and enthusiastic enjoyment,3,-5.816323747954598,-5.85889507811108,0.0
unanimously,of one mind; without dissent,2,-4.739951551639015,-4.739951551639015,0.0
disintegrated,break into parts or components or lose cohesion or unity,6,-4.338456158491224,-3.778420653760323,0.16666666666666663
madras,a state in southeastern India on the Bay of Bengal (south of Andhra Pradesh); formerly Madras,10,-5.015982022215346,-4.60932693382318,0.30000000000000004
tiller,a shoot that sprouts from the base of a grass,4,-4.60624058739137,-4.534672912919492,0.0
feudal,of or relating to or characteristic of feudalism,3,-5.415982398862726,-5.415982398862726,0.33333333333333337
loopy,consisting of or covered with or having loops,3,-5.052066327232343,-5.012106897264709,0.0
quaker,a member of the Religious Society of Friends founded by George Fox (the Friends have never called themselves Quakers),11,-4.148032127180675,-4.16375391096713,0.18181818181818177
prevails,"be larger in number, quantity, power, status or importance",6,-4.451039315214611,-4.515865931447939,0.0
boatman,someone who drives or rides in a boat,4,-3.7410881398686615,-3.8581122878557577,0.0
backwater,a body of water that was created by a flood or tide or by being held or forced back by a dam,9,-4.074178748414557,-3.9104229585900385,0.0
anaesthetic,a drug that causes temporary loss of bodily sensations,6,-4.699096175457288,-4.649613871052707,0.0
bose,Indian physicist who with Albert Einstein proposed statistical laws based on the indistinguishability of particles; led to the description of fundamental particles that later came to be known as bosons,18,-4.44494597172768,-4.789168969370655,0.11111111111111116
stockpile,something kept back or saved for future use or a special purpose,8,-3.5271827214794227,-3.6343169184764066,0.0
cates,beat with a cat-o'-nine-tails,2,-3.874476071218941,-3.874476071218941,0.5
djinn,(Islam) an invisible spirit mentioned in the Koran and believed by Muslims to inhabit the earth and influence mankind by appearing in the form of humans or animals,15,-4.591056923263115,-4.5500221981953715,0.0
acrobat,an athlete who performs acts requiring skill and agility and coordination,7,-5.216070109696507,-5.133776001338332,0.0
vermouth,any of several white wines flavored with aromatic herbs; used as aperitifs or in mixed drinks,10,-4.270909984620631,-4.261842835544547,0.19999999999999996
realistically,in a realistic manner,2,-4.949414408876068,-4.949414408876068,0.0
steadfast,marked by firm determination or resolution; not shakable,5,-5.077314114490791,-5.179478063544664,0.19999999999999996
dandruff,a condition in which white scales of dead skin are shed by the scalp,7,-4.387575011905723,-4.271573941301022,0.0
proficient,having or showing knowledge and skill and aptitude,4,-4.578670125074538,-4.49217349477729,0.0
fuselage,the central body of an airplane that is designed to accommodate the crew and passengers (or cargo),8,-4.640827856962634,-4.641598732082667,0.0
coercion,the act of compelling by force of authority,4,-4.517485822794443,-4.167633682014053,0.0
haggard,showing the wearing effects of overwork or care or suffering; ; ; ; - Charles Dickens,8,-4.209636146668174,-4.320175431874179,0.125
outweigh,be heavier than,1,-5.487650702227845,-5.487650702227845,0.0
benefited,derive a benefit from,2,-5.439543605631863,-5.439543605631863,0.0
toed,walk so that the toes assume an indicated position or direction,6,-4.381922209169898,-4.4397675693580165,0.0
puffing,blowing tobacco smoke out into the air,4,-4.273057318854122,-4.057532495941538,0.0
drunkenness,a temporary state resulting from excessive consumption of alcohol,6,-4.788919621715247,-4.797907796072338,0.0
infamy,a state of extreme dishonor; - F.D.Roosevelt,3,-4.803785220323725,-4.816561895233615,0.0
stringing,thread on or as if on a string,2,-4.853910823926034,-4.853910823926034,0.0
aristocratic,belonging to or characteristic of the nobility or aristocracy,4,-5.401528589621941,-5.565919890112752,0.0
evaporate,lose or cause to lose liquid by vaporization leaving a more concentrated residue,8,-4.285903368419317,-4.019191457228289,0.125
pensive,deeply or seriously thoughtful,3,-4.60508359844248,-4.541557629334344,0.0
fantasizing,indulge in fantasies,2,-5.113072602123278,-5.113072602123278,0.0
forlorn,marked by or showing hopelessness,3,-4.2150457279694535,-4.2150457279694535,0.33333333333333337
collusion,secret agreement,2,-4.216280664044089,-4.216280664044089,0.0
precautionary,taken in advance to protect against possible danger or failure,6,-4.005742171904332,-4.109825805377792,0.0
masquerading,take part in a masquerade,3,-4.0398588071817825,-3.525241286466798,0.0
moonlit,lighted by moonlight,2,-4.43448246540205,-4.43448246540205,0.0
lope,run easily,2,-3.942331662239087,-3.942331662239087,0.0
isolating,place or set apart,3,-3.67819235492013,-3.603762972453567,0.0
nyssa,tupelos: deciduous trees of moist habitats especially swamps and beside ponds,9,-4.900526564474592,-4.949077911643418,0.33333333333333337
streisand,United States singer and actress (born in 1942),5,-4.322995038638373,-4.323541482777782,0.0
beaker,a flatbottomed jar made of glass or plastic; used for chemistry,7,-4.1803041950408675,-4.351740610987354,0.1428571428571429
gat,a gangster's pistol,2,-4.923212955818203,-4.923212955818203,0.0
sprinkled,distribute loosely,2,-5.8348125155411825,-5.8348125155411825,0.0
rallying,the act of mobilizing for a common purpose,4,-4.6269934367662255,-4.31408404505471,0.0
scurry,to move about or proceed hurriedly,3,-4.010416574476799,-4.010416574476799,0.33333333333333337
choosy,difficult to please,2,-3.529360658069447,-3.529360658069447,0.0
impersonal,not relating to or responsive to individual persons,4,-4.905292653366954,-5.028104607183895,0.0
laxative,a mild cathartic,2,-5.321735644182329,-5.321735644182329,0.5
dweller,a person who inhabits a particular place,4,-3.765946322868406,-3.5900404074690657,0.25
nanking,a city in eastern China on the Yangtze River; a former capital of China; the scene of a Japanese massacre in the 1930s,11,-4.484536646272625,-4.5291476942779205,0.09090909090909094
muddled,make into a puddle,2,-4.156663980831282,-4.156663980831282,0.0
tightrope,tightly stretched rope or wire on which acrobats perform high above the ground,8,-4.744130110696299,-4.642625486128294,0.0
carnation,Eurasian plant with pink to purple-red spice-scented usually double flowers; widely cultivated in many varieties and many colors,14,-4.4922836553019545,-4.287973604664366,0.2142857142857143
bollywood,the film industry of India,3,-4.44506030627437,-4.60932693382318,0.0
caboose,the area for food preparation on a ship,4,-4.176511715979187,-3.911640915358694,0.0
unseemly,not in keeping with accepted standards of what is right or proper in polite society,7,-4.100169453753877,-4.507093997653561,0.0
barstow,a town in southeastern California,3,-4.126292201501808,-4.126292201501808,0.33333333333333337
suspending,hang freely,2,-4.519851763068287,-4.519851763068287,0.0
vaccinated,perform vaccinations or produce immunity in by inoculation,5,-4.885888706877882,-4.796175642297861,0.4
coot,slate-black slow-flying birds somewhat resembling ducks,6,-4.820283158685551,-4.7913983703442815,0.33333333333333337
closeness,a feeling of being intimate and belonging together,4,-4.219388510896639,-4.26260059326561,0.0
straitjacket,anything immaterial that severely hinders or confines,5,-5.178621982275406,-5.759155540008671,0.19999999999999996
malta,a republic on the island of Malta in the Mediterranean; achieved independence from the United Kingdom in 1964,8,-4.9782967981513675,-4.95533534849347,0.0
hollander,a native or inhabitant of Holland,3,-5.216248988621597,-5.24137573612329,0.0
automotive,of or relating to motor vehicles,3,-4.8613279226629516,-4.7996128038640755,0.0
disarming,act of reducing or depriving of arms,4,-4.725677644334157,-4.57686759730667,0.0
hanoi,the capital city of Vietnam; located in North Vietnam,6,-4.559325774540885,-4.832841519308323,0.0
unturned,not turned,1,-3.4260634807291517,-3.4260634807291517,0.0
carelessly,without care or concern,2,-3.8503368700145746,-3.8503368700145746,0.0
annapolis,state capital of Maryland; site of the United States Naval Academy,8,-4.582174632853528,-4.571215625606895,0.0
frigate,a medium size square-rigged warship of the 18th and 19th centuries,5,-4.700455748940224,-4.4329920402936605,0.19999999999999996
inept,not elegant or graceful in expression,3,-5.245877161105835,-5.170970052695888,0.0
unveil,remove the veil from,2,-4.9432809253816,-4.9432809253816,0.0
paella,saffron-flavored dish made of rice with shellfish and chicken,6,-4.440622536022577,-4.558780054244492,0.16666666666666663
ellsworth,United States jurist and the third chief justice of the United States Supreme Court (1745-1807),10,-4.275006522409986,-4.089379625451215,0.09999999999999998
baiting,harassment especially of a tethered animal,4,-4.878061041502528,-4.761621159838386,0.0
cayenne,plant bearing very hot and finely tapering long peppers; usually red,9,-4.295410225146407,-4.152994215210993,0.11111111111111116
rearranged,put into a new order or arrangement,4,-3.6459358934520276,-3.3876636748453093,0.0
barrymore,United States actor; son of Maurice Barrymore and Georgiana Barrymore (1882-1942),8,-4.77615244825956,-4.500237878216217,0.125
eliminates,"terminate, end, or take out",3,-3.8939172868597134,-3.4352966690956315,0.0
banal,repeated too often; overfamiliar through overuse,4,-4.306717936612501,-4.306717936612501,0.5
lasso,Belgian composer (1532-1594),2,-5.623053760982993,-5.623053760982993,0.0
depository,a facility where things can be deposited for storage or safekeeping,5,-4.640851018911308,-4.850657162132653,0.0
ratting,to furnish incriminating evidence to an officer of the law (usually in return for favors),8,-4.501932739177861,-4.077797244880093,0.0
inert,unable to move or resist motion,4,-4.425783369948659,-4.766116005170895,0.0
cfo,the corporate executive having financial authority to make appropriations and authorize expenditures for a firm,9,-4.566267678975225,-4.762581920277309,0.2222222222222222
validation,the act of validating; finding or testing the truth of something,6,-3.8850015032663237,-3.8026246370189147,0.0
incompatible,not compatible,1,-5.660766650615339,-5.660766650615339,0.0
ishmael,(Old Testament) the son of Abraham who was cast out after the birth of Isaac; considered the forebear of 12 Arabian tribes,11,-4.617287891601936,-4.695299630435301,0.09090909090909094
rodin,French sculptor noted for his renderings of the human form (1840-1917),6,-4.680143243388617,-4.154621676461932,0.0
tibia,the inner and thicker of the two bones of the human leg between the knee and ankle,7,-4.545253181550303,-4.373291106886856,0.0
carjacking,the violent theft of an occupied car,4,-4.61649363086112,-4.821262855239851,0.0
muffler,a tubular acoustic device inserted in the exhaust system that is designed to reduce noise,9,-4.94317040257385,-4.920500766053493,0.11111111111111116
populace,people in general considered as a whole,4,-3.6408669230114774,-3.6801236324847397,0.0
bunting,"a loosely woven fabric used for flags, etc.",5,-5.069932935243839,-5.170765311488452,0.0
sniffer,a person who sniffs,2,-4.216586095757664,-4.216586095757664,0.0
wilton,a carpet woven on a Jacquard loom with loops like a Brussels carpet but having the loops cut to form a close velvety pile,13,-4.886110799852068,-4.922959691519608,0.23076923076923073
perfectionist,a person who is displeased by anything that does not meet very high standards,6,-3.6652892330168627,-3.5900404074690657,0.16666666666666663
candlestick,a holder with sockets for candles,3,-5.275244147741213,-5.438996978654319,0.0
grasped,hold firmly,2,-4.42946789375021,-4.42946789375021,0.0
tireless,showing sustained enthusiastic action with unflagging vitality,6,-4.920709521021556,-5.490259245202914,0.16666666666666663
mortgaged,put up as security or collateral,3,-4.134036717176109,-3.9271249330405844,0.0
entree,the principal dish of a meal,3,-4.600676648224216,-4.558780054244492,0.0
focal,having or localized centrally at a focus,3,-4.388435886218136,-4.388435886218136,0.6666666666666667
sheldrake,large crested fish-eating diving duck having a slender hooked bill with serrated edges,10,-4.823665828682373,-4.521263280718834,0.19999999999999996
lahore,city in northeast Pakistan,3,-4.788721352519507,-5.248508414669095,0.0
hardwood,the wood of broad-leaved dicotyledonous trees (as distinguished from the wood of conifers),7,-4.52833457300543,-4.210576428542791,0.4285714285714286
metaphysical,pertaining to or of the nature of metaphysics,3,-4.293881844503105,-4.293881844503105,0.6666666666666667
unconsciously,without awareness,1,-5.507302195846351,-5.507302195846351,0.0
wrecker,someone who demolishes or dismantles buildings as a job,5,-4.09902502735063,-3.6399082041243895,0.19999999999999996
armoury,a collection of resources,2,-4.757341211814351,-4.757341211814351,0.0
rebelling,take part in a rebellion; renounce a former allegiance,6,-4.519294940842773,-4.918782495734326,0.0
pandemic,an epidemic that is geographically widespread; occurring throughout a region or even throughout the world,7,-4.612209513091892,-5.030348307085006,0.1428571428571429
ovation,enthusiastic recognition (especially one accompanied by loud applause),6,-4.877191052006701,-4.8230086178263765,0.0
arduous,characterized by effort to the point of exhaustion; especially physical effort,7,-4.503428438625108,-4.49145428329793,0.1428571428571429
vervain,any of numerous tropical or subtropical American plants of the genus Verbena grown for their showy spikes of variously colored flowers,13,-4.608899294638764,-4.381828265821283,0.3846153846153846
geographical,of or relating to the science of geography,3,-5.1139562687094156,-5.356094957504237,0.0
storey,a structure consisting of a room or set of rooms at a single position along a vertical scale,9,-4.414859698284651,-4.037230354011238,0.0
genitalia,external sex organ,3,-4.716005195947326,-4.791299920151866,0.0
dishonour,bring shame or dishonor upon,3,-4.526940031883718,-4.299630527009613,0.0
awkwardly,in an awkward manner,2,-4.705057324151056,-4.705057324151056,0.0
impacted,wedged or packed in together,3,-4.436861164866556,-4.278391314078457,0.0
alt,angular distance above the horizon (especially of a celestial object),6,-4.758521362331292,-4.4984603602001,0.16666666666666663
leipzig,a city in southeastern Germany famous for fairs; formerly a music and publishing center,9,-4.467084971845033,-4.327758118169708,0.11111111111111116
abscess,symptom consisting of a localized collection of pus surrounded by inflamed tissue,8,-5.378830650697295,-5.304339530828707,0.125
googly,a cricket ball bowled as if to break one way that actually breaks in the opposite way,9,-3.844630195781148,-3.645847883391466,0.0
sentimentality,falsely emotional in a maudlin way,4,-4.465253935663189,-4.673772842215582,0.25
whisk,move somewhere quickly,3,-3.7718847051023388,-3.8949913028393475,0.0
overheating,excessive heating,2,-5.430098237287696,-5.430098237287696,0.0
outsmarted,beat through cleverness and wit,3,-4.456062617764508,-4.456062617764508,0.33333333333333337
whirlpool,a powerful circular current of water (usually the result of conflicting tides),8,-4.580419738903284,-4.462429512226674,0.0
tourette,French neurologist (1857-1904),2,-5.059369845216148,-5.059369845216148,0.0
citing,make reference to,2,-3.846605395647832,-3.846605395647832,0.0
cypress,wood of any of various cypress trees especially of the genus Cupressus,7,-4.71644385752006,-4.210576428542791,0.2857142857142857
pyongyang,capital of North Korea and an industrial center,5,-4.649748399747111,-4.724561429083225,0.0
loudmouth,a person who causes trouble by speaking indiscreetly,5,-3.7421156024884037,-3.6796152726281304,0.19999999999999996
modelling,a preliminary sculpture in wax or clay from which a finished work can be copied,7,-4.539202640307115,-4.755886447465818,0.0
pigtail,a plait of braided hair,3,-5.232624412045676,-5.738582127554872,0.0
retraction,a disavowal or taking back of a previous assertion,5,-3.4272021186921715,-2.710399890397195,0.4
agitation,a mental state of extreme emotional disturbance,5,-4.645617912458034,-4.673772842215582,0.0
firestorm,a storm in which violent winds are drawn into the column of hot air rising over a severely bombed area,11,-4.52926352758714,-4.415013693071141,0.0
overdressed,dress too warmly,2,-5.124159630785049,-5.124159630785049,0.0
regimental,belonging to or concerning a regiment,3,-4.638807051153481,-4.391755626100548,0.0
cred,credibility among young fashionable urban individuals,5,-4.975236526715026,-5.30688743632677,0.0
fizz,an effervescent beverage (usually alcoholic),4,-4.959806098637439,-5.117269418086167,0.25
amputated,remove surgically,2,-5.269610512431461,-5.269610512431461,0.0
tipper,a person who leaves a tip,3,-3.738237708671417,-3.5900404074690657,0.0
classify,arrange or order by classes or categories,4,-4.397126850375886,-4.347042618935461,0.0
clunk,a heavy dull sound (as made by impact of heavy objects),7,-4.169224335139402,-4.269394625881328,0.0
roadhouse,an inn (usually outside city limits on a main road) providing meals and liquor and dancing and (sometimes) gambling,13,-4.318198556708191,-4.304877533687442,0.0
multiplying,combine by multiplication,2,-5.405055087210569,-5.405055087210569,0.5
paterson,American Revolutionary leader (born in Ireland) who was a member of the Constitutional Convention (1745-1806),8,-4.683961089396268,-4.6252670180892235,0.0
entreat,ask for or request earnestly,3,-3.87432650685901,-3.87432650685901,0.33333333333333337
saratoga,a species of large fish found in Australian rivers,6,-4.2410874324607795,-4.232568656675728,0.0
eastman,United States inventor of a dry-plate process of developing photographic film and of flexible film (his firm introduced roll film) and of the box camera and of a process for color photography (1854-1932),19,-4.536960844187452,-4.373363666277655,0.052631578947368474
rectal,of or involving the rectum,2,-5.5920569985763136,-5.5920569985763136,0.0
turnpike,(from 16th to 19th centuries) gates set across a road to prevent passage until a toll had been paid,8,-4.327130336227867,-4.291011309779229,0.0
hydrated,supply water or liquid to in order to maintain a healthy balance,7,-4.3912665377445625,-4.573856268332032,0.0
nether,lower,1,-4.140604945317373,-4.140604945317373,0.0
topeka,the capital of the state of Kansas; located in eastern Kansas on the Kansas river,8,-4.737503407789571,-4.963567514754208,0.0
scribe,"score a line on with a pointed instrument, as in metalworking",5,-4.131256832874741,-4.049210964644837,0.19999999999999996
awakens,cause to become awake or conscious,4,-4.3542875208133465,-4.273071561022508,0.0
egotistical,characteristic of those having an inflated idea of their own importance,4,-5.028806608478234,-5.262570925683939,0.0
isotope,one of two or more atoms with the same atomic number but with different numbers of neutrons,6,-4.519097223946034,-4.416561310650401,0.0
taxicab,a car driven by a person whose job is to take passengers where they want to go in exchange for money,10,-3.520694464137106,-3.3242158648551032,0.0
tallis,English organist and composer of church and secular music; was granted a monopoly in music printing with William Byrd (1505-1585),12,-4.8402182424242115,-4.496641317375724,0.08333333333333337
